username,author_id,tweet_id,texto,text
sebastiansichel,2432297145,1461050853893152771,@sebastiansichel #VotaSichel     #SoloSichelGanaEnSegunda       Tremendo candidato.    Daremos la sorpresa con los independiente y la mayoria silenciosa que quiero cambios con gradualidad y seguridad,@sebastiansichel #VotaSichel #SoloSichelGanaEnSegunda Tremendous candidate. We will surprise with the independent and the silent majority who want changes with gradual and security
sebastiansichel,74886095,1461045999720349707,@sebastiansichel A buscar pega Sichel....,@sebastiansichel To look for paste Sichel...
sebastiansichel,884066203253301250,1461043719327604741,@sebastiansichel Oye no te hagay el weon  te fuiste a la  chucha con los torpedos  casi voto por ti ahora mi voto se va a kast,@sebastiansichel Hey don't do the weon  you went to the chucha with the torpedoes  I almost vote for you now my vote goes to kast
sebastiansichel,1869412375,1461043117369577476,@sebastiansichel Y el usar influencias y familiares para tener acceso antes que el resto a las preguntas del último debate? Como lo combatirás? O lo que dicen es falso? Solo pregunto para tener claridad por quien votar.,@sebastiansichel And the use of influences and family members to get access to the questions of the last debate before the rest? How will you fight it? Or what they say is false? I'm just asking for clarity on who to vote for.
sebastiansichel,1192579396810543105,1461041820151042049,@sebastiansichel Sebastián  cuando estuviste en el gobierno no hiciste absolutamente NADA más que guiñarle el ojo  a la extrema izquierda. No queremos un Piñera 2.0 . Este domingo la ciudadanía #Vota2VotaKast ️,@sebastiansichel Sebastian  when you were in government you did absolutely NOTHING but wink at the far left. We don't want a Piñera 2.0. This Sunday the citizenship #Vota2VotaKast ️
sebastiansichel,1386026390508785668,1461038831268864008,@sebastiansichel Quien les hace las preguntas a este par?,@sebastiansichel Who asks this pair the questions?
sebastiansichel,1313430944276189186,1461031165054357513,@sebastiansichel Ahh tambien va a dialogar como boric??,@sebastiansichel Ahh is also going to dialogue as boric?
sebastiansichel,1413246160387596288,1461030979372466177,@sebastiansichel A 4 días para las elecciones presidenciales  te invitamos a que votes informado. Puedes visitar https y conocer las propuestas de todos los candidatos. Te esperamos!,@sebastiansichel 4 days before the presidential election  we invite you to vote informed. You can visit https and get to know the proposals of all candidates. We wait for you!
sebastiansichel,1245862280060960770,1461029146113548290,@sebastiansichel Si. Disparar a los terroristas con pistolas de agua ( tibia para que no se resfríen) .,@sebastiansichel Yes. Shoot terrorists with water guns (warm so they do not get cold).
sebastiansichel,124267282,1461027642682089482,@sebastiansichel Cómo tan inconsecuente Cheezel? Primero dices que el fuego es contra fuego y ahora buscarás conversar con los terroristas esos?,@sebastiansichel How inconsequential Cheezel? First you say that the fire is against fire and now you will seek to talk to those terrorists?
sebastiansichel,1180198490766561284,1461027607101779970,@sebastiansichel Súper diversa. Unos tienen M16  otros AR15  otros AK47. ,@sebastiansichel Super diverse. Some have M16  some AR15  some AK47. 
sebastiansichel,1022961608,1461022926317047814,@sebastiansichel Uffff todo el apoyo que veo en los comentarios a su candidatura  Im pre sio nan te,@sebastiansichel Uffff all the support I see in the comments to your candidacy  Im prsio nan te
sebastiansichel,1166815508555083777,1461021831465517073,@sebastiansichel Serán verdad las cosas que planteas?,@sebastiansichel Will it be true  the things you raise?
sebastiansichel,1190731371922284544,1461021012250738692,@sebastiansichel Suficiente con el DC de Piñera,@sebastiansichel Enough with the DC of Piñera
sebastiansichel,1235603074460405760,1461019889871687685,@sebastiansichel Mucha tolerancia no has tenido Kast.,@sebastiansichel A lot of tolerance you haven't had Kast.
sebastiansichel,1313678351744335874,1461019743184375817,@sebastiansichel #SichelHizoTrampa #SichelNoDaElAncho #SichelNiEnSegundavotoporti #SichelTePillamosCompadre #SichelOperadorPolitico #SichelTongo  @diana_bolocco @paulinadeallend @jananeme @MuchoGustoMEGA #KastLeDaEsperanzaAChile #KastEsBuenaOnda #KastSalvaraChile @joseantoniokast https,@sebastiansichel #SichelHizoTrampa #SichelNoDaElAncho #SichelNiEnSegundavotoporti #SichelTePillamosCompadre #SichelOperadorPolitico #SichelTongo @diana_bolocco @paulinadeallend @jananeme @Lots of LikeOmega #KastLeDaEsperanzaAChile #KastEsBuenaOnda @joseantoniokast https #KastSalvaraChile
sebastiansichel,91837879,1461019329084858373,@sebastiansichel Va ir a conversar con la CAM  con los grupos terrostas?  en que va consistir ese diálogo?. Se nota que faltó temas en el debate (delincuencia  narcotrafico y terrorismo),@sebastiansichel Are you going to talk to the CAM  with the terrost groups?   what is this dialogue going to consist of? It is noted that there was a lack of topics in the debate (crime  drug trafficking and terrorism)
sebastiansichel,154733935,1461016614254432257,@sebastiansichel Claro que si...como lo hicieron en este gobierno....eres su hijo predilecto..Sebastian  #AtreveteConKast https,@sebastiansichel Of course... as they did in this government... you are their favorite son.. Sebastian #AtreveteConKast https
sebastiansichel,586324950,1461016429554065415,@sebastiansichel Tanto que hablas de usar la legítima fuerza y uso de la ley. Qué harás más allá de eso? Vas a entregar terreno a los terroristas o acabarás de una vez con los que provocan el terror? No te lo he oído en ninguna intervención  repites como loro no me temblará la mano.,@sebastiansichel So much that you talk about using legitimate force and use of law. What will you do beyond that? Are you going to hand over land to terrorists  or will you end up with the terror triggers? I haven't heard you in any intervention  you repeat like a parrot will not shake my hand.
sebastiansichel,481487849,1461015977634799620,@sebastiansichel Cuando te queman la casa y te quitan el campo y te balean la camioneta  hablamos antes o despues?,@sebastiansichel When they burn your house down and take the field away and you get shot at your van  do we talk sooner or later?
sebastiansichel,258973746,1461014905587318786,@sebastiansichel Y sin embargo  a @sebastiansichel no se recuperará del todo de su brutal caída hace un mes  #KastEsFsscista bajara  pero con un 20% pasará a #2VUELTA. @gabrielboric #BoricPresidente2022 obtendrá más del 35% en #PrimeraVuelta,@sebastiansichel And yet @sebastiansichel will not fully recover from its brutal fall a month ago  #KastEsFsscista will go down  but with 20% it will go to #2VUELTA. @gabrielboric #BoricPresidente2022 will get more than 35% in #PrimeraVuelta
sebastiansichel,1356932055603503105,1461014518948155397,@sebastiansichel Tramposo!!,@sebastiansichel Cheater!!
sebastiansichel,157996712,1461013853605617680,@sebastiansichel Trampa en el debate y pensé que estabas súper preparado y na q hacer ahí decepción https,@sebastiansichel Trap in the debate and I thought you were super prepared and na what to do there disappointment https
sebastiansichel,1277370135871991809,1461009216768856066,@sebastiansichel @Sandra13232249 #SichelHizoTrampa #SichelTePillamosCompadre #SichelHizoTrampa  es igual de Tramposo que Piñera  sabía las preguntas  por eso fue bien evaluado  menejó información Privilegiada  Tramposo.,@sebastiansichel @Sandra13232249 #SichelHizoTrampa #SichelTePillamosCompadre #SichelHizoTrampa  is just as Cheater as Piñera  he knew the questions  that's why he was well evaluated  he wagged insider information  Cheat.
sebastiansichel,1456285999542198277,1461008456387805189,@sebastiansichel No entiendo tu agresividad con Kast  y lo único que haces es victimizarte por lo k viviste cuando niño  hay muuuuuchos niños que vivieron y viven cosas peores  con los padres en cada  No eres especial en eso  hay gente que no llora en los pasillos,@sebastiansichel I don't understand your aggression with Kast  and all you do is victimize yourself because of what you lived as a child  there are waaaaay kids who lived and live worse with parents in each  You're not special about that  there are people who don't cry in the hallways
sebastiansichel,536843237,1461008076773867526,@sebastiansichel Esa es la debilidad que los caracteriza  el gran "pero" que en el discurso pasa colado y suena bien  sin embargo  en la práctica sigue la misma debilidad que este gobierno.,@sebastiansichel That is the weakness that characterizes them  the big but that passes through in the speech and sounds good  yet in practice follows the same weakness as this government.
sebastiansichel,1456285999542198277,1461007770266877956,@sebastiansichel Sebastián se nota que no vives aquí en la Araucanía y tampoco has estado en lugar que las personas han sufrido de todo  nadie quiere enfrentamiento pero si vienen a tu casa y quieren quemar el esfuerzo de toda la vida que harías dejarlos pasar?,@sebastiansichel Sebastián shows that you do not live here in the Araucanía and you haven't been in the place that people have suffered everything  nobody wants a confrontation but if they come to your house and want to burn the effort of a lifetime that you would let them pass?
sebastiansichel,816135981870903296,1461007420432560136,@sebastiansichel Evitando los enfrentamientos?? Qué significa eso? Dejar actuar a los terroristas para que no hayan disparos? Que la gente no salga más y se encierre en sus casas? Ah  no  tampoco sirve  porque los terroristas también atacan en las casas.,@sebastiansichel Avoiding confrontations?? What does that mean? Let the terrorists act so that there are no shots? Don't people go out and lock themselves in their homes anymore? Oh  no  it doesn't work either  because terrorists also attack houses.
sebastiansichel,816135981870903296,1461007069927063552,@sebastiansichel Dialogo  dialogo  dialogo  dialogo,@sebastiansichel Dialogue  dialogue  dialogue  dialogue
sebastiansichel,866825408053997569,1461005601304109057,@sebastiansichel Evitando enfrentamientos los orcos se tomaron las calles  Reina el caos y tú lo único que representas es la continuidad de éste desgobierno #Vota2VotaKast #KastLeDaEsperanzaAChile #KastEnPrimeraVuelta,@sebastiansichel Avoiding clashes the orcs took to the streets  chaos reigns and you all you represent is the continuity of this misrule #Vota2VotaKast #KastLeDaEsperanzaAChile #KastEnPrimeraVuelta
sebastiansichel,1426281804609294336,1461004688631877633,@sebastiansichel Escuchar a Sichel es como escuchar a Piñera prometiendo todo años atrás  es un mentiroso  farsante  timador  charlatán  tramposo y engañoso que lo único que ansía es poder. Es la sucesión de Piñera pero doblemente peor. Dios libre al país de un persona como tú. #SichelHizoTrampa,@sebastiansichel Listening to Sichel is like listening to Piñera promising everything years ago  he is a liar  a phony  a con man  a charlatan  a trickster and a trickster who is all he longs for is power. It's Piñera's succession but doubly worse. God free the country from a person like you. #SichelHizoTrampa
sebastiansichel,234580738,1461004501846937601,@sebastiansichel Ayyy Seba que agotadorrrr....!!!!! https,@sebastiansichel Ayyy Seba that exhausting...!!!!!! https
sebastiansichel,1646353716,1461001771082567683,@sebastiansichel charlatán  ¿quién te sopló esas respuestas?,@sebastiansichel charlatan  who blew those answers to you?
sebastiansichel,298138229,1461072019164782597,@sebastiansichel Te pillamos sinvergüenza #SichelHizoTrampa,@sebastiansichel We caught you scoundrel #SichelHizoTrampa
sebastiansichel,138215791,1461044260304666628,@sebastiansichel Jajajjaja hasta yo votaría por un zurdo viviendo en Miami,@sebastiansichel Hahahaha even I would vote for a lefty living in Miami
sebastiansichel,337292951,1461036348584857603,@sebastiansichel En seriooooo?,@sebastiansichel Seriousooooo?
sebastiansichel,1448051906342014976,1461027311738925066,@sebastiansichel Marcela: agáchate y conócela... https,@sebastiansichel Marcela: get down and get to know her... https
sebastiansichel,578536111,1461020182080475138,@sebastiansichel Marcela el fin de semana bailando con marido y amigos la canción de Kast!!️️️ mejor bailen son de cartón  son de cartón,@sebastiansichel Marcela on the weekend dancing with husband and friends the song of Kast!! ️️️ better dance are made of cardboard  they are made of cardboard
sebastiansichel,1856292751,1461018628401340419,@sebastiansichel Que si no  empieza a bloquear !! https,@sebastiansichel If not  start blocking!! https
sebastiansichel,1403633515,1461017513442123778,@sebastiansichel En la Universidad también te pasaban las pruebas antes? ,@sebastiansichel Did you also pass the tests before at the university? 
sebastiansichel,157996712,1461014217734115337,@sebastiansichel Lo único Fome @mvacarezza que yo también juré q estuvo seco en el debate pero fue trampa ya se sabía las preguntas ️ #macapizarro mal ahí y la ética donde queda ahí https,@sebastiansichel The only thing Fome @mvacarezza that I too swore that it was dry in the debate but it was cheating you already knew the questions ️ #macapizarro wrong there and the ethics where it is there https
sebastiansichel,106362277,1461011495878336522,@sebastiansichel Una hermosa mujer  dos Marcelas que tienen visión de futuro  que saben   que si sale Boric y Kast  se vendrá un estallido social mas grande  se lo estamos advirtiendo. #KastLloron #NaziDePaine #ChaoKast https,@sebastiansichel A beautiful woman  two Marcelas who have a vision of the future  who know  that if Boric and Kast come out  there will be a bigger social outbreak  we are warning her. #KastLloron #NaziDePaine #ChaoKast https
sebastiansichel,2163941036,1461004907113189390,@sebastiansichel Asi  de lo  mismo ️  señor Sebastián Sichel Piñera Echenique...y .la serie  https,@sebastiansichel Like that ️  Mr. Sebastián Sichel Piñera Echenique... and.the https series
sebastiansichel,1090074190873616384,1461002898603589640,@sebastiansichel Es re fácil creerse ganador de un debate en el que NADIE te ataca.   #KastPresidente2022,@sebastiansichel It's easy to think of yourself as the winner of a debate in which NOBODY attacks you.  #KastPresidente2022
sebastiansichel,388582321,1461002720073043974,@sebastiansichel @DanielDXMen Se responde sólo a quienes adulan??  Y los que buscan respuestas a sus planteamientos y definiciones como candidato presidencial?   No se lo merecen?  Saludos,@sebastiansichel @DanielDXMen Is it answered only to those who flatter?  And those who seek answers to their approaches and definitions as a presidential candidate?   Don't they deserve it?  Greetings
sebastiansichel,1547283680,1461002021356589062,@sebastiansichel Con Sichel se puede... se puede continuar igual o peor que con Piñera. Complete la oración candidato.,@sebastiansichel With Sichel you can... you can continue the same or worse than with Piñera. Complete the candidate sentence.
sebastiansichel,96816947,1460998472161767431,@sebastiansichel Ups .....que ambigua para votar por un ambiguo.,@sebastiansichel Oops ... how ambiguous to vote for an ambiguous.
sebastiansichel,166574138,1460997658764587017,@sebastiansichel Vean debate presidencial en el minuto 35:25 segundos  donde Boris le responde a Artes...condoro de Boris paso piola...el 15N fue el Acuerdo Nacional por la INFANCIA según Boris jajaja...paso muy piola...videillo haz lo tuyo por favor.,@sebastiansichel See presidential debate in the minute 35:25 seconds  where Boris responds to Artes... boris condoro paso piola... the 15N was the National Agreement for CHILDHOOD according to Boris hahaha... step very cool... video do your thing please.
sebastiansichel,149335956,1460993802454319104,@sebastiansichel En el debate estuvo muy bien   pero ... por q tanto ataque a Kast?? Viendo ahora el mega lo mismo ️ aun estoy indecisa ,@sebastiansichel In the debate it was very good  but... why did I attack Kast so much? Seeing now the mega the same thing ️ I'm still undecided 
sebastiansichel,1308864558,1460989203454509060,@sebastiansichel Pero....y esto es cierto Sebastian ?( están todos escribiendo sobre esto   esta en el #TL de muchos ....  . . que fea postal!!!! https,@sebastiansichel But... and is this true Sebastian? (they are all writing about this  it is in the #TL of many...  . . what an ugly postcard!!!! https
sebastiansichel,1447797163757473796,1460985966034710536,@sebastiansichel FALSA Hipócrita  lloraste porq te fuiste de Chile por motivos de seguridad  pero ahora q un candidato se esfuerza por más seguridad  protección en los barrios  y perseguir a los narco  tú decides votar por quien más daño le ha hechote ganaste el asco de muchos hoy - charlatana!,@sebastiansichel FALSE Hypocrite  you cried because you left Chile for security reasons  but now that a candidate is striving for more security  protection in neighborhoods  and chasing drug dealers  you decide to vote for who has hurt him the most you won the disgust of many today - charlatana!
sebastiansichel,1445526054202871810,1460985139920445454,@sebastiansichel Sebastián  es verdad que la periodista Macarena Pizarro  es pareja desde hace unos años de su primo hermano también apellido Sichel?  Si es así  Macarena no debe participar como periodista que interroga y desafía a los candidatos. Mientras más transparencia es mejor para Chile.,@sebastiansichel Sebastián  is it true that journalist Macarena Pizarro  has been a couple for a few years with her first cousin also surname Sichel?  If so  Macarena should not participate as a journalist who interrogates and challenges candidates. The more transparency is the better for Chile.
sebastiansichel,1446193554783670276,1460976944573386757,@sebastiansichel https Donde queda tu tolerancia Sichel......,@sebastiansichel https Where is your tolerance Sichel...
sebastiansichel,1446193554783670276,1460976648711335938,@sebastiansichel https Que dices a esto candidato???,@sebastiansichel https What do you say to this candidate???
sebastiansichel,1450301470449053699,1460975285906685952,@sebastiansichel Bloqueando a los Chilenos  debería darte vergüenza y así quieres ser presidente afortunadamente nuca lo serás.,@sebastiansichel By blocking the Chileans  you should be ashamed and so you want to be president luckily you never will be.
sebastiansichel,1379674956095750144,1460970116460564485,@sebastiansichel Solo por la adopción homoparental  si marcela esta en lo correcto ella debería vivir con su hijo en Chile para someterlo a la educación que quiere impartir sichel  de homosexualismo y transexualismo  en los colegios + cop26  porque vive con Ron de santis?? Lo opuesto a sichel?,@sebastiansichel Just because of homoparental adoption  if marcela is right she should live with her son in Chile to submit him to the education that sichel wants to impart  homosexualism and transsexualism in schools + cop26  because she lives with Ron de santis? The opposite of sichel?
sebastiansichel,1198774808,1461021044861546499,@sebastiansichel El candidato de Piñera. Que horror,@sebastiansichel Piñera's candidate. What a horror
sebastiansichel,1446193554783670276,1460977142083186690,@sebastiansichel https No que no eras homofobico ???,@sebastiansichel https Not that you weren't homophobic???
sebastiansichel,1268213409146904576,1460961592074326018,@sebastiansichel Grisis dilil pir ti kinfinsi.  Pd. ,@sebastiansichel Grisis dilil for your kinfinsi.  Ps. 
sebastiansichel,1260173852203720706,1460961357277323268,@sebastiansichel Don Sebastian  vió que teniendo lejos a la Srta. Martorell usted sube como espuma? Era tan difícil hacer el cambio?,@sebastiansichel Don Sebastian  did you see that having Miss Martorell away you climb up like foam? Was it so hard to make the switch?
sebastiansichel,128263080,1461044692859211796,@sebastiansichel @chilenadecora13 se puede   podemos ganar,@sebastiansichel @chilenadecora13 you can  we can win
sebastiansichel,1138826490366386183,1461030735670923274,@sebastiansichel weon que loser que tienes que hacer reply a todos los que te ''apoyan'' JAJAJAJA contados con las manos,@sebastiansichel weon that loser you have to reply to all those who support you HAHAHAHA counted with your hands
sebastiansichel,1193715093000863744,1460998217995227139,@sebastiansichel Ufff que me costó decidirme. Pero ya estoy clara  el domingo voto #SichelPresidente pero no me traicione como Piñera. Suerte @sebastiansichel,@sebastiansichel Ufff I had a hard time making up my mind. But I'm clear  on Sunday I vote #SichelPresidente but don't betray me like Piñera. Lucky @sebastiansichel
sebastiansichel,1443647802689601544,1460956705290862599,@sebastiansichel JAK.- PRESIDENTE 2022. VIVA CHILE LIBRE...!!!,@sebastiansichel JAK.- PRESIDENT 2022. LIVE FREE CHILE...!!!
sebastiansichel,1199822023133925379,1461077992940130309,@sebastiansichel Así que primo del pololo de la Maca.  por eso voy x Kast   me cambié hace rato porque eres un chueco !!,@sebastiansichel So cousin of Maca's pololo  that's why I'm going x Kast  I changed a long time ago because you're a crooked!
sebastiansichel,903399081158029312,1461077323550183425,@sebastiansichel Quédate en el centro  pero bien en el centro  habla con coherencia y pasión en lo que queda de campaña  necesitamos desarrollo con paz social y ninguno de los extremos nos darán eso.,@sebastiansichel Stay in the center  but well in the center  speak with coherence and passion in what remains of the campaign  we need development with social peace and none of the extremes will give us that.
sebastiansichel,1446870207474151428,1461075151240507396,@sebastiansichel Perdón! no es odio  pq no los conocemos  por lo tanto en lo personal no he tenido una situación q me afecte en mis afectos  pero el descaro y el ser cómplices de un presidente q además de hacer una buena gestión con la vacuna  nos vacuno por años con la corrupción  y   uds avalan,@sebastiansichel Sorry! It is not hate  because we do not know them  therefore personally I have not had a situation that affects me in my affections  but the impudence and being accomplices of a president who in addition to doing good management with the vaccine  I vaccinate us for years with corruption  and you endorse
sebastiansichel,4759080094,1461072563707146240,@sebastiansichel @mcubillossigall Si claro  todo muy espontáneo,@sebastiansichel @mcubillossigall Yes of course  everything very spontaneous
sebastiansichel,1212551276904370177,1461064539710099456,@sebastiansichel Tú eres el odioso!!!!veleta  picota  intolerante  mentiroso... un poco de autocrítica  por favoooorrrrrr!!!!,@sebastiansichel You're the hateful one!!!! weathervane  pillory  intolerant  liar... a little self-deprecating  please oooorrrrr!!!!
sebastiansichel,1368181556666335234,1461044241732304898,@sebastiansichel Marcela la única que apoya ha Rambosicheltramposo  zurdo disfrazado.,@sebastiansichel Marcela the only one who supports Rambosichelcheater  left-hander in disguise.
sebastiansichel,71434325,1461043831609069570,@sebastiansichel Pero como ? Ud votó x rechazo o apruebo ? Xq si es por felicitar a @mcubillossigall por su sentido común  ahí hay un pequeño cortocircuito  si lo aclara bien sino me da la razón ,@sebastiansichel But how? Did you vote x reject or approve? Xq if it is to congratulate @mcubillossigall for his common sense  there is a little short circuit if he clarifies it well if he does not give me reason 
sebastiansichel,61316426,1461043292787789826,@sebastiansichel Usted es parte de la jauría rabiosa. No se haga el Larry.,@sebastiansichel You're part of the rabiosa pack. Don't be Larry.
sebastiansichel,216194175,1461042477348139017,@sebastiansichel Que vergüenza.,@sebastiansichel What a shame.
sebastiansichel,1016492682804416512,1461041833652502531,@sebastiansichel No Sebastián   no supiste administrar tu éxito . Toda mi familia y entorno por Kast ( casi 200 votos ) Suerte en tu vida privada,@sebastiansichel No Sebastian  you didn't know how to manage your success. My whole family and surroundings by Kast (almost 200 votes) Good luck in your private life
sebastiansichel,1189613937924476929,1461040122523099139,@sebastiansichel Pero que odio por favor si tú continuamente atacas a Kast como si fuera tu adversario cuando la izquierda debiera ser tu objetivo. No voto por ti porque tu partido y la política está por sobre Chile. Tú consideras que los que votamos por Kast no existimos. Tú actuar sólo divide.,@sebastiansichel But what do I hate if you continually attack Kast as if he were your opponent when the left should be your target. I don't vote for you because your party and politics are above Chile. You consider that we who voted for Kast don't exist. You act only divides.
sebastiansichel,957777914803703810,1461037072609775616,@sebastiansichel Quiere asegurarle pega a Allamand o no?,@sebastiansichel You want to assure you hit Allamand or not?
sebastiansichel,149646094,1461032401547628545,@sebastiansichel Le habrá hecho un favor?,@sebastiansichel Did you do him a favor?
sebastiansichel,1460095402355699715,1461031338958536712,@sebastiansichel @mcubillossigall Ideas ????? No será mucho decir,@sebastiansichel @mcubillossigall Ideas????? It won't be much to say
sebastiansichel,44540347,1461026970813272064,@sebastiansichel Yo soy de izquierda  pero tengo amigos de derecha sensatos y queridos.   Muchos de ellos le compraron toda la perorata al fascismo que pregona Kast. Leer su programa da terror. Esta última semana se han dado cuenta del profundo error. Irán por Sichel  que es un buen candidato.,@sebastiansichel I am from the left  but I have sensible and dear right-wing friends.   Many of them bought the whole rant to fascism that Kast preaches. Reading her show gives horror. This past week they have realized the profound error. They will go for Sichel  who is a good candidate.
sebastiansichel,1246547697366110215,1461017804358840329,@sebastiansichel El unico que destila odio eres tu Piñeret. Venenoso y rencoroso. Mala leche..bueno  un verdadero DC.,@sebastiansichel The only one who exudes hatred is your Piñeret. Poisonous and spiteful. Bad milk.. well  a real DC.
sebastiansichel,327149221,1461017271527264259,@sebastiansichel Has sido tú quien desde un principio hablo con odio y agresión hacia Kast  nunca entendiste que el adversario era la izquierda!,@sebastiansichel It was you who from the beginning spoke with hatred and aggression towards Kast  you never understood that the opponent was the left!
sebastiansichel,160647762,1461016890382430214,@sebastiansichel El domingo hay un solo camino y es votar por KAST...,@sebastiansichel On Sunday there is only one way and that is to vote for KAST...
sebastiansichel,1199024432641167360,1461010550444343296,@sebastiansichel El camino se llama José Antonio Kast ! #KastSalvaraChile,@sebastiansichel The road is called José Antonio Kast! #KastSalvaraChile
